contig	unamb_read_count_gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	unamb_read_count_gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	unamb_read_count_gi|15829254|ref|NC_002695.1|Escherichia_coli_O157:H7_str.Sakai_chromosome+plasmids,complete_genome	unamb_read_count_gi|91209055|ref|NC_007946.1|Escherichia_coli_UTI89_chromosome+plasmid,complete_genome	unamb_read_count_gi|215485161|ref|NC_011601.1|Escherichia_coli_O127:H6_str.E2348/69_chromosome+plasmids,complete_genome	unamb_read_count_gi|29611500|ref|NC_004703.1|_Bacteroides_thetaiotaomicron_VPI-5482_plasmid_p5482,_complete_sequence	unamb_read_count_gi|150002608|ref|NC_009614.1|_Bacteroides_vulgatus_ATCC_8482_chromosome,_complete_genome	unamb_read_count_gi|324959701|ref|NC_015166.1|_Bacteroides_salanitronis_DSM_18170_plasmid_pBACSA03,_complete_sequence	unamb_read_count_gi|375356399|ref|NC_016776.1|_Bacteroides_fragilis_638R,_complete_genome	unamb_read_count_gi|238922432|ref|NC_012781.1|_Eubacterium_rectale_ATCC_33656,_complete_genome	unamb_read_count_gi|312132275|ref|NC_014656.1|_Bifidobacterium_longum_subsp._longum_BBMN68_chromosome,_complete_genome	unamb_read_count_gi|347530298|ref|NC_015977.1|_Roseburia_hominis_A2-183_chromosome,_complete_genome	unamb_read_count_gi|319899888|ref|NC_014933.1|_Bacteroides_helcogenes_P_36-108_chromosome,_complete_genome	unamb_read_count_gi|116334879|ref|NC_008499.1|_Lactobacillus_brevis_ATCC_367_plasmid_2,_complete_sequence	unamb_read_count_gi|187734516|ref|NC_010655.1|_Akkermansia_muciniphila_ATCC_BAA-835_chromosome,_complete_genome	unamb_read_count_gi|410023236|ref|NC_018937.1|_Helicobacter_pylori_Rif1_chromosome,_complete_genome	unamb_read_count_gi|397698507|ref|NC_018223.1|_Enterococcus_faecalis_D32_plasmid_EFD32pB,_complete_sequence	unamb_read_count_gi|317054731|ref|NC_014833.1|_Ruminococcus_albus_7_chromosome,_complete_genome	unamb_read_count_gi|383843669|ref|NC_017179.1|_Clostridium_difficile_BI1,_complete_genome	unamb_read_count_gi|479208076|ref|NC_021042.1|_Faecalibacterium_prausnitzii_L2-6,_complete_genome	amb_read_count_gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	amb_read_count_gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	amb_read_count_gi|15829254|ref|NC_002695.1|Escherichia_coli_O157:H7_str.Sakai_chromosome+plasmids,complete_genome	amb_read_count_gi|91209055|ref|NC_007946.1|Escherichia_coli_UTI89_chromosome+plasmid,complete_genome	amb_read_count_gi|215485161|ref|NC_011601.1|Escherichia_coli_O127:H6_str.E2348/69_chromosome+plasmids,complete_genome	amb_read_count_gi|29611500|ref|NC_004703.1|_Bacteroides_thetaiotaomicron_VPI-5482_plasmid_p5482,_complete_sequence	amb_read_count_gi|150002608|ref|NC_009614.1|_Bacteroides_vulgatus_ATCC_8482_chromosome,_complete_genome	amb_read_count_gi|324959701|ref|NC_015166.1|_Bacteroides_salanitronis_DSM_18170_plasmid_pBACSA03,_complete_sequence	amb_read_count_gi|375356399|ref|NC_016776.1|_Bacteroides_fragilis_638R,_complete_genome	amb_read_count_gi|238922432|ref|NC_012781.1|_Eubacterium_rectale_ATCC_33656,_complete_genome	amb_read_count_gi|312132275|ref|NC_014656.1|_Bifidobacterium_longum_subsp._longum_BBMN68_chromosome,_complete_genome	amb_read_count_gi|347530298|ref|NC_015977.1|_Roseburia_hominis_A2-183_chromosome,_complete_genome	amb_read_count_gi|319899888|ref|NC_014933.1|_Bacteroides_helcogenes_P_36-108_chromosome,_complete_genome	amb_read_count_gi|116334879|ref|NC_008499.1|_Lactobacillus_brevis_ATCC_367_plasmid_2,_complete_sequence	amb_read_count_gi|187734516|ref|NC_010655.1|_Akkermansia_muciniphila_ATCC_BAA-835_chromosome,_complete_genome	amb_read_count_gi|410023236|ref|NC_018937.1|_Helicobacter_pylori_Rif1_chromosome,_complete_genome	amb_read_count_gi|397698507|ref|NC_018223.1|_Enterococcus_faecalis_D32_plasmid_EFD32pB,_complete_sequence	amb_read_count_gi|317054731|ref|NC_014833.1|_Ruminococcus_albus_7_chromosome,_complete_genome	amb_read_count_gi|383843669|ref|NC_017179.1|_Clostridium_difficile_BI1,_complete_genome	amb_read_count_gi|479208076|ref|NC_021042.1|_Faecalibacterium_prausnitzii_L2-6,_complete_genome
contig-3001329	28687	7039	2544	2613	3582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-168.0	0	0	0	0	0	0	32978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2045	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-168.1	0	0	0	0	0	0	38974	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10576	0	34	0	0	0	0	0	0	0	0	0	0	0
contig-2001562.0	0	0	0	0	0	0	0	0	0	0	273051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10158	0	0	0	0	0	0	0	0	0
contig-3001336	0	2	4240	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1037	6305	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-3001332	29915	7793	2645	2771	4175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39580	11045	3567	5114	16274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-3001622	36930	16125	5673	3351	4885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9805	3061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-3001627	1401	22	115	86	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70359	15483	4848	257	698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-3001626	1886	963	247	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86738	84176	7121	579	521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-2001562.6	0	0	0	0	0	0	0	0	0	0	286649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1547.2	0	0	0	0	0	0	0	0	0	0	0	0	0	222214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3487	0	0	0	0	0	0
contig-1547.1	0	0	0	0	0	0	0	0	0	0	0	0	0	138628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5300	0	0	0	0	0	0
contig-1547.0	0	0	0	0	0	0	0	0	0	0	0	0	0	138683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2240	0	0	0	0	0	0
contig-2001399	8193	210	170	14	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92248	8576	3149	942	1263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-196.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5238	0	0	0	0
contig-196.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132321	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5507	0	0	0	0
contig-2001396	7347	1776	595	0	918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95023	23473	7123	414	7556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-2001397	21	14428	179	567	473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2415	109545	4628	6547	3554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-2001391	50383	11975	4117	5018	7133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-2001393	200827	48794	17299	1622	1954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171497	24693	3730	7285	10796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1365.1	0	0	0	0	0	0	0	268552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	826	0	0	0	0	0	0	0	0	0	0	0	0
contig-2000179	10	149	0	37	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1488	12522	0	102	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-2000178	100693	24974	0	8836	13394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14363	3671	0	1091	1533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-2001178	672	12	35	700	531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	515920	4691	5335	4004	5337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-2001170	9576	1942	708	743	995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2367	646	179	169	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-2001171	12588	2799	1073	486	632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4295	1379	432	136	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-2001172	73212	17612	6163	6545	9784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92569	2645	6311	5810	8857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-4001441	32561	7807	2999	3032	4239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2898	708	216	133	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-4001110	7	2	24655	24634	33974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	402	91	16058	3705	4627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1990.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1453	0	0
contig-2001176	15	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	744	157	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-4001113	14593	3502	949	985	1512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46715	11374	2241	1449	1153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1000028	1	2	11107	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	640	1	4296	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1001379	40379	9699	3406	3409	5094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1001378	122168	30342	10363	10930	15514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-3000578	155537	37700	13592	13963	19793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27341	6547	2418	2507	3397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1001371	40330	9728	3582	3832	5267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26160	6359	2153	2289	3114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1001372	7	251	0	1831	2551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9068	5957	0	7735	12845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1001375	673	3	66	1409	2208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	777	4257	5914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1001374	20159	5102	1793	2219	3542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19487	6290	3081	4954	9274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1001377	7836	1394	554	0	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13228	2384	1064	0	1109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1785.3	0	0	0	0	0	0	0	256494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13611	0	0	0	0	0	0	0	0	0	0	0	0
contig-1785.2	0	0	0	0	0	0	0	264235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5564	0	0	0	0	0	0	0	0	0	0	0	0
contig-1785.1	0	0	0	0	0	0	0	258481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11031	0	0	0	0	0	0	0	0	0	0	0	0
contig-1785.0	0	0	0	0	0	341	5497	250885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	12691	0	0	0	0	0	0	0	0	0	0	0	0
contig-1785.7	0	0	0	0	0	0	0	270029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1785.6	0	0	0	0	0	0	0	266526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3329	0	0	0	0	0	0	0	0	0	0	0	0
contig-1785.5	0	0	0	0	0	0	0	265097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5125	0	0	0	0	0	0	0	0	0	0	0	0
contig-1785.4	0	0	0	0	0	0	0	266488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3411	0	0	0	0	0	0	0	0	0	0	0	0
contig-8001341	11791	2939	1060	1098	1423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1000029	16	0	0	17	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1549	333	717	1938	8676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1785.9	0	0	0	0	0	0	0	267458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1842	0	0	0	0	0	0	0	0	0	0	0	0
contig-1785.8	0	0	0	0	0	0	0	264135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6605	0	0	0	0	0	0	0	0	0	0	0	0
contig-1666.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1666.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11473	0	0	0
contig-1666.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1666.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	437	0	0	0
contig-1666.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1666.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1666.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1666.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1147	0	0	0
contig-923	0	0	13	1	8297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1470	0	441407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1666.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6378	0	0	0
contig-5001814	12885	1439	105	1092	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69112	16458	137	3871	2216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1200.3	0	0	0	0	0	39814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	582	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1093	103939	26210	8843	8970	13359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6836	1572	550	576	856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1200.1	0	0	0	0	0	39792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	622	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1091	48868	12380	4130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34922	8645	2062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4731	0	0
contig-1097	114650	28753	9763	10349	14250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81396	19998	4730	991	1360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1094	177227	43861	15401	15948	22860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4471	1122	394	436	545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1095	138534	33532	11855	12288	17593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134548	33963	11995	12541	18001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1775	0	0
contig-1098	40517	8508	3576	3740	5316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401	84	23	35	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1099	3061	1702	572	1285	1689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8798	42604	4095	5043	6989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1000776.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2184
contig-1001599	0	1	2	0	11398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1143	0	7614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1001598	8	3358	4	0	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2126	16329	1885	14	2682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-2000796	17	182	2	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	4003	1090	19041	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-6000784	0	25664	9097	9643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3497	1212	1262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1001597	107778	26287	8841	9737	13819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29293	7176	2488	2576	3711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1001596	169300	42034	15174	15018	21377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51028	10452	4194	1800	2545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-6000836	0	0	0	4743	7231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534	22429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-46	0	0	0	0	0	0	0	153401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4564	0	0	0	0	0	0	0	0	0	0	0	0
contig-6000834	357173	88624	31364	33158	46930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31723	7794	3000	3279	4609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1001592	203640	41787	15003	12531	17388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294472	2441	2062	693	809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-47	45702	11666	4271	84751	6852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6592	1668	1165	5806	6788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-40	53106	13351	4715	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45808	11359	3949	172	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-41	5	99	581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2029	435	6165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-973.25	0	0	0	0	0	0	0	0	0	0	0	0	283111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1277	0	0	0	0	0	0	0
contig-1000427	55039	13905	4999	5055	7252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34459	8366	2784	3080	4495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1000424	22402	4232	1964	2102	2822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	838	202	61	40	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1000425	44414	11826	3975	3275	4335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21846	5959	1738	2189	2103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-973.21	0	0	0	0	0	0	0	0	0	0	0	0	282965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	793	0	0	0	0	0	0	0
contig-973.20	0	0	0	0	0	0	0	0	0	0	0	0	281774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2107	0	0	0	0	0	0	0
contig-2000427	3583	746	546	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94608	21447	7567	6231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-973.22	0	0	0	0	0	0	0	0	0	0	0	0	281347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2370	0	0	0	0	0	0	0
contig-1208.3	0	0	0	0	0	0	0	0	143897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0
contig-1208.2	0	0	0	0	0	0	0	0	143305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1208.1	0	0	0	0	0	0	0	0	137680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5281	0	0	0	0	0	0	0	0	0	0	0
contig-43	0	0	0	0	0	0	0	0	0	10812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	887	0	0	0	0	0	0	0	0	0	0
contig-973.29	0	0	0	0	0	0	0	0	0	0	0	0	283060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-973.28	0	0	0	0	0	0	0	0	0	0	0	0	283305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1106	0	0	0	0	0	0	0
contig-1000428	0	20529	0	7223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1208.4	0	0	0	0	0	0	0	0	142729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	430	0	0	0	0	0	0	0	0	0	0	0
contig-1586.18	0	0	0	0	0	0	0	0	0	0	286729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1546	96505	24142	8707	8808	12432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8548	2167	801	695	967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1540	26	5	1418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4029	500	23336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1541	50594	12483	4524	4702	6718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2460	585	194	216	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1543	49933	12236	7728	3058	3867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3578	3685	13984	1726	2235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1548	16590	3994	1326	1531	2130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25668	6368	2229	1928	2109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-6000168	42751	10655	3735	3874	5471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14830	5197	1698	1279	1853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-250	74884	17554	6575	6881	9776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12798	3334	1051	1137	1698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1000014.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58795
contig-1000014.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59140
contig-1000014.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58923
contig-1000776.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1000014.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59059
contig-1000014.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59420
contig-1000014.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58213
contig-1000014.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59237
contig-1000014.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58539
contig-1000014.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59070
contig-253	0	0	76868	0	3223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	16037	68	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1996.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	551	0	0	0	0
contig-255	98810	24708	8777	9465	12911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33811	8467	2972	3111	4448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1001515	127494	30881	10513	11155	15692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69532	17474	1712	4124	6916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
